	SubjectID	ProblemID	FirstCorrect	EverCorrect	time	norm	avg_prior_percent_correct	avg_prior_percent_correct_prob	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	18	19	22
29	S014	11	False	True	1.0	0.3	0.5	11.111	0.0	0.0	0.0	0.6944	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
30	S014	5	False	False	110.0	1.0	0.4	46.341	0.0	0.0	0.0	0.6944	-	-	-	-	-	-	0.3	-	-	-	-	-	-	-	-
31	S014	6	True	True	0.0	0.0	0.333	88.889	0.0	0.0	0.0	0.6944	1.0	-	-	-	-	-	0.3	-	-	-	-	-	-	-	-
32	S014	7	False	True	1.0	0.8889	0.429	76.087	0.0	0.0	0.0	0.6944	1.0	0.0	-	-	-	-	0.3	-	-	-	-	-	-	-	-
33	S014	8	False	False	110.0	1.0	0.375	24.39	0.0	0.0	0.0	0.6944	1.0	0.0	0.8889	-	-	-	0.3	-	-	-	-	-	-	-	-
34	S014	9	False	False	110.0	1.0	0.333	16.216	0.0	0.0	0.0	0.6944	1.0	0.0	0.8889	1.0	-	-	0.3	-	-	-	-	-	-	-	-
35	S020	1	False	True	1.0	0.6567		52.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	S020	2	True	True	0.0	0.0	0.0	95.385	0.6567	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	S020	3	True	True	0.0	0.0	0.5	87.931	0.6567	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
38	S020	4	True	True	0.0	0.0	0.667	36.364	0.6567	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
39	S020	11	False	False	110.0	1.0	0.75	11.111	0.6567	0.0	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
40	S020	5	True	True	0.0	0.0	0.6	46.341	0.6567	0.0	0.0	0.0	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-
41	S020	6	True	True	0.0	0.0	0.667	88.889	0.6567	0.0	0.0	0.0	0.0	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-
42	S020	7	True	True	0.0	0.0	0.714	76.087	0.6567	0.0	0.0	0.0	0.0	0.0	-	-	-	-	1.0	-	-	-	-	-	-	-	-
43	S020	8	False	False	110.0	1.0	0.75	24.39	0.6567	0.0	0.0	0.0	0.0	0.0	0.0	-	-	-	1.0	-	-	-	-	-	-	-	-
44	S020	9	False	False	110.0	1.0	0.667	16.216	0.6567	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-	-	1.0	-	-	-	-	-	-	-	-
45	S020	10	False	True	6.0	0.6364	0.6	15.152	0.6567	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-	1.0	-	-	-	-	-	-	-	-
46	S020	16	True	True	0.0	0.0	0.545	75.0	0.6567	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.6364	1.0	-	-	-	-	-	-	-	-
47	S020	18	False	True	1.0	0.55	0.583	40.909	0.6567	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.6364	1.0	-	-	-	-	0.0	-	-	-
48	S020	22	True	True	0.0	0.0	0.538	36.364	0.6567	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.6364	1.0	-	-	-	-	0.0	0.55	-	-
49	S020	12	False	False	110.0	1.0	0.571	67.742	0.6567	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.6364	1.0	-	-	-	-	0.0	0.55	-	0.0
50	S020	13	False	False	110.0	1.0	0.533	38.71	0.6567	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.6364	1.0	1.0	-	-	-	0.0	0.55	-	0.0
51	S023	14	False	False	110.0	1.0		34.483	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
52	S034	1	False	True	2.0	0.8507		52.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
53	S034	2	False	True	0.0	0.0	0.0	95.385	0.8507	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
54	S034	3	False	True	1.0	0.9474	0.0	87.931	0.8507	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
55	S034	4	False	False	110.0	1.0	0.0	36.364	0.8507	0.0	0.9474	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
56	S034	14	False	True	1.0	0.6	0.0	34.483	0.8507	0.0	0.9474	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
57	S034	15	False	False	110.0	1.0	0.0	16.667	0.8507	0.0	0.9474	1.0	-	-	-	-	-	-	-	-	-	0.6	-	-	-	-	-
58	S045	1	False	True	1.0	0.6567		52.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
59	S045	2	True	True	0.0	0.0	0.0	95.385	0.6567	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
60	S045	3	True	True	0.0	0.0	0.5	87.931	0.6567	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
61	S045	4	True	True	0.0	0.0	0.667	36.364	0.6567	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
62	S045	11	False	False	110.0	1.0	0.75	11.111	0.6567	0.0	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
63	S045	6	True	True	0.0	0.0	0.6	88.889	0.6567	0.0	0.0	0.0	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-
64	S045	8	False	False	110.0	1.0	0.667	24.39	0.6567	0.0	0.0	0.0	-	0.0	-	-	-	-	1.0	-	-	-	-	-	-	-	-
65	S045	7	True	True	0.0	0.0	0.571	76.087	0.6567	0.0	0.0	0.0	-	0.0	-	1.0	-	-	1.0	-	-	-	-	-	-	-	-
66	S045	9	False	False	110.0	1.0	0.625	16.216	0.6567	0.0	0.0	0.0	-	0.0	0.0	1.0	-	-	1.0	-	-	-	-	-	-	-	-
67	S045	10	False	False	110.0	1.0	0.556	15.152	0.6567	0.0	0.0	0.0	-	0.0	0.0	1.0	1.0	-	1.0	-	-	-	-	-	-	-	-
68	S045	16	True	True	0.0	0.0	0.5	75.0	0.6567	0.0	0.0	0.0	-	0.0	0.0	1.0	1.0	1.0	1.0	-	-	-	-	-	-	-	-
69	S045	18	True	True	0.0	0.0	0.545	40.909	0.6567	0.0	0.0	0.0	-	0.0	0.0	1.0	1.0	1.0	1.0	-	-	-	-	0.0	-	-	-
70	S045	22	True	True	0.0	0.0	0.583	36.364	0.6567	0.0	0.0	0.0	-	0.0	0.0	1.0	1.0	1.0	1.0	-	-	-	-	0.0	0.0	-	-
71	S045	12	False	True	1.0	0.9286	0.615	67.742	0.6567	0.0	0.0	0.0	-	0.0	0.0	1.0	1.0	1.0	1.0	-	-	-	-	0.0	0.0	-	0.0
72	S045	13	False	False	110.0	1.0	0.571	38.71	0.6567	0.0	0.0	0.0	-	0.0	0.0	1.0	1.0	1.0	1.0	0.9286	-	-	-	0.0	0.0	-	0.0
73	S049	1	True	True	0.0	0.0		52.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
74	S049	2	True	True	0.0	0.0	1.0	95.385	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
75	S049	3	True	True	0.0	0.0	1.0	87.931	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
76	S049	4	False	True	6.0	0.9444	1.0	36.364	0.0	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
77	S049	11	False	True	11.0	0.9	0.75	11.111	0.0	0.0	0.0	0.9444	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
78	S049	5	True	True	0.0	0.0	0.6	46.341	0.0	0.0	0.0	0.9444	-	-	-	-	-	-	0.9	-	-	-	-	-	-	-	-
79	S049	6	True	True	0.0	0.0	0.667	88.889	0.0	0.0	0.0	0.9444	0.0	-	-	-	-	-	0.9	-	-	-	-	-	-	-	-
80	S049	7	False	True	1.0	0.8889	0.714	76.087	0.0	0.0	0.0	0.9444	0.0	0.0	-	-	-	-	0.9	-	-	-	-	-	-	-	-
81	S049	8	False	False	110.0	1.0	0.625	24.39	0.0	0.0	0.0	0.9444	0.0	0.0	0.8889	-	-	-	0.9	-	-	-	-	-	-	-	-
82	S049	16	False	False	110.0	1.0	0.556	75.0	0.0	0.0	0.0	0.9444	0.0	0.0	0.8889	1.0	-	-	0.9	-	-	-	-	-	-	-	-
83	S053	1	True	True	0.0	0.0		52.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
84	S053	2	True	True	0.0	0.0	1.0	95.385	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
85	S053	3	True	True	0.0	0.0	1.0	87.931	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
86	S053	4	False	True	1.0	0.6944	1.0	36.364	0.0	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
87	S053	11	False	False	110.0	1.0	0.75	11.111	0.0	0.0	0.0	0.6944	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
88	S053	5	False	True	2.0	0.8462	0.6	46.341	0.0	0.0	0.0	0.6944	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-
89	S053	6	False	True	1.0	0.9767	0.5	88.889	0.0	0.0	0.0	0.6944	0.8462	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-
90	S053	7	False	True	1.0	0.8889	0.429	76.087	0.0	0.0	0.0	0.6944	0.8462	0.9767	-	-	-	-	1.0	-	-	-	-	-	-	-	-
91	S053	8	False	False	110.0	1.0	0.375	24.39	0.0	0.0	0.0	0.6944	0.8462	0.9767	0.8889	-	-	-	1.0	-	-	-	-	-	-	-	-
92	S053	9	False	True	7.0	0.6	0.333	16.216	0.0	0.0	0.0	0.6944	0.8462	0.9767	0.8889	1.0	-	-	1.0	-	-	-	-	-	-	-	-
93	S053	10	False	True	9.0	0.8182	0.3	15.152	0.0	0.0	0.0	0.6944	0.8462	0.9767	0.8889	1.0	0.6	-	1.0	-	-	-	-	-	-	-	-
94	S053	16	True	True	0.0	0.0	0.273	75.0	0.0	0.0	0.0	0.6944	0.8462	0.9767	0.8889	1.0	0.6	0.8182	1.0	-	-	-	-	-	-	-	-
95	S053	18	True	True	0.0	0.0	0.333	40.909	0.0	0.0	0.0	0.6944	0.8462	0.9767	0.8889	1.0	0.6	0.8182	1.0	-	-	-	-	0.0	-	-	-
96	S053	22	False	True	6.0	0.7778	0.385	36.364	0.0	0.0	0.0	0.6944	0.8462	0.9767	0.8889	1.0	0.6	0.8182	1.0	-	-	-	-	0.0	0.0	-	-
97	S053	12	True	True	0.0	0.0	0.357	67.742	0.0	0.0	0.0	0.6944	0.8462	0.9767	0.8889	1.0	0.6	0.8182	1.0	-	-	-	-	0.0	0.0	-	0.7778
98	S053	13	True	True	0.0	0.0	0.4	38.71	0.0	0.0	0.0	0.6944	0.8462	0.9767	0.8889	1.0	0.6	0.8182	1.0	0.0	-	-	-	0.0	0.0	-	0.7778
99	S053	14	False	True	0.0	0.0	0.438	34.483	0.0	0.0	0.0	0.6944	0.8462	0.9767	0.8889	1.0	0.6	0.8182	1.0	0.0	0.0	-	-	0.0	0.0	-	0.7778
100	S053	15	False	True	11.0	0.8125	0.412	16.667	0.0	0.0	0.0	0.6944	0.8462	0.9767	0.8889	1.0	0.6	0.8182	1.0	0.0	0.0	0.0	-	0.0	0.0	-	0.7778
101	S053	19	False	True	5.0	0.4706	0.389	20.0	0.0	0.0	0.0	0.6944	0.8462	0.9767	0.8889	1.0	0.6	0.8182	1.0	0.0	0.0	0.0	0.8125	0.0	0.0	-	0.7778
102	S054	1	False	True	0.0	0.0		52.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
103	S054	2	True	True	0.0	0.0	0.0	95.385	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
104	S054	3	False	True	0.0	0.0	0.5	87.931	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
105	S054	4	False	False	110.0	1.0	0.333	36.364	0.0	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
106	S054	11	False	False	110.0	1.0	0.25	11.111	0.0	0.0	0.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
107	S054	6	True	True	0.0	0.0	0.2	88.889	0.0	0.0	0.0	1.0	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-
108	S054	8	False	False	110.0	1.0	0.333	24.39	0.0	0.0	0.0	1.0	-	0.0	-	-	-	-	1.0	-	-	-	-	-	-	-	-
109	S054	7	True	True	0.0	0.0	0.286	76.087	0.0	0.0	0.0	1.0	-	0.0	-	1.0	-	-	1.0	-	-	-	-	-	-	-	-
110	S058	1	True	True	0.0	0.0		52.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
111	S058	16	True	True	0.0	0.0	1.0	75.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
112	S058	18	True	True	0.0	0.0	1.0	40.909	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	-	-
113	S058	6	True	True	0.0	0.0	1.0	88.889	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	0.0	-	-
114	S058	2	True	True	0.0	0.0	1.0	95.385	0.0	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	0.0	0.0	-	-
115	S058	3	True	True	0.0	0.0	1.0	87.931	0.0	0.0	-	-	-	0.0	-	-	-	-	-	-	-	-	-	0.0	0.0	-	-
116	S058	4	True	True	0.0	0.0	1.0	36.364	0.0	0.0	0.0	-	-	0.0	-	-	-	-	-	-	-	-	-	0.0	0.0	-	-
117	S058	5	False	True	3.0	0.9231	1.0	46.341	0.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-	-	0.0	0.0	-	-
118	S058	7	True	True	0.0	0.0	0.875	76.087	0.0	0.0	0.0	0.0	0.9231	0.0	-	-	-	-	-	-	-	-	-	0.0	0.0	-	-
119	S058	8	False	False	110.0	1.0	0.889	24.39	0.0	0.0	0.0	0.0	0.9231	0.0	0.0	-	-	-	-	-	-	-	-	0.0	0.0	-	-
120	S062	1	False	True	1.0	0.6567		52.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
121	S062	2	False	True	1.0	0.9688	0.0	95.385	0.6567	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
122	S062	3	True	True	0.0	0.0	0.0	87.931	0.6567	0.9688	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
123	S062	4	False	False	110.0	1.0	0.333	36.364	0.6567	0.9688	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
124	S062	11	False	False	110.0	1.0	0.25	11.111	0.6567	0.9688	0.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
125	S062	5	False	False	110.0	1.0	0.2	46.341	0.6567	0.9688	0.0	1.0	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-
126	S062	6	False	False	110.0	1.0	0.167	88.889	0.6567	0.9688	0.0	1.0	1.0	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-
127	S062	7	False	True	1.0	0.8889	0.143	76.087	0.6567	0.9688	0.0	1.0	1.0	1.0	-	-	-	-	1.0	-	-	-	-	-	-	-	-
128	S062	8	False	False	110.0	1.0	0.125	24.39	0.6567	0.9688	0.0	1.0	1.0	1.0	0.8889	-	-	-	1.0	-	-	-	-	-	-	-	-
129	S062	9	False	False	110.0	1.0	0.111	16.216	0.6567	0.9688	0.0	1.0	1.0	1.0	0.8889	1.0	-	-	1.0	-	-	-	-	-	-	-	-
130	S065	19	False	False	110.0	1.0		20.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
131	S072	1	True	True	0.0	0.0		52.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
132	S072	3	True	True	0.0	0.0	1.0	87.931	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
133	S072	2	True	True	0.0	0.0	1.0	95.385	0.0	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
134	S072	4	False	True	4.0	0.9167	1.0	36.364	0.0	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
135	S072	11	False	False	110.0	1.0	0.75	11.111	0.0	0.0	0.0	0.9167	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
136	S072	5	True	True	0.0	0.0	0.6	46.341	0.0	0.0	0.0	0.9167	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-
137	S072	6	True	True	0.0	0.0	0.667	88.889	0.0	0.0	0.0	0.9167	0.0	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-
138	S072	7	True	True	0.0	0.0	0.714	76.087	0.0	0.0	0.0	0.9167	0.0	0.0	-	-	-	-	1.0	-	-	-	-	-	-	-	-
139	S072	8	False	False	110.0	1.0	0.75	24.39	0.0	0.0	0.0	0.9167	0.0	0.0	0.0	-	-	-	1.0	-	-	-	-	-	-	-	-
140	S072	9	False	False	110.0	1.0	0.667	16.216	0.0	0.0	0.0	0.9167	0.0	0.0	0.0	1.0	-	-	1.0	-	-	-	-	-	-	-	-
141	S072	10	False	True	1.0	0.3182	0.6	15.152	0.0	0.0	0.0	0.9167	0.0	0.0	0.0	1.0	1.0	-	1.0	-	-	-	-	-	-	-	-
142	S072	16	True	True	0.0	0.0	0.545	75.0	0.0	0.0	0.0	0.9167	0.0	0.0	0.0	1.0	1.0	0.3182	1.0	-	-	-	-	-	-	-	-
143	S072	18	True	True	0.0	0.0	0.583	40.909	0.0	0.0	0.0	0.9167	0.0	0.0	0.0	1.0	1.0	0.3182	1.0	-	-	-	-	0.0	-	-	-
144	S072	22	False	True	1.0	0.4444	0.615	36.364	0.0	0.0	0.0	0.9167	0.0	0.0	0.0	1.0	1.0	0.3182	1.0	-	-	-	-	0.0	0.0	-	-
145	S072	12	True	True	0.0	0.0	0.571	67.742	0.0	0.0	0.0	0.9167	0.0	0.0	0.0	1.0	1.0	0.3182	1.0	-	-	-	-	0.0	0.0	-	0.4444
146	S072	13	False	True	0.0	0.0	0.6	38.71	0.0	0.0	0.0	0.9167	0.0	0.0	0.0	1.0	1.0	0.3182	1.0	0.0	-	-	-	0.0	0.0	-	0.4444
147	S072	14	False	True	0.0	0.0	0.562	34.483	0.0	0.0	0.0	0.9167	0.0	0.0	0.0	1.0	1.0	0.3182	1.0	0.0	0.0	-	-	0.0	0.0	-	0.4444
148	S072	19	False	True	1.0	0.4118	0.529	20.0	0.0	0.0	0.0	0.9167	0.0	0.0	0.0	1.0	1.0	0.3182	1.0	0.0	0.0	0.0	-	0.0	0.0	-	0.4444
149	S074	1	True	True	0.0	0.0		52.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
150	S074	2	True	True	0.0	0.0	1.0	95.385	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
151	S074	3	True	True	0.0	0.0	1.0	87.931	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
152	S074	4	False	False	110.0	1.0	1.0	36.364	0.0	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
153	S082	1	False	True	2.0	0.8507		52.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
154	S085	1	True	True	0.0	0.0		52.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
155	S085	2	True	True	0.0	0.0	1.0	95.385	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
156	S085	3	True	True	0.0	0.0	1.0	87.931	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
157	S085	4	False	False	110.0	1.0	1.0	36.364	0.0	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
158	S085	5	True	True	0.0	0.0	0.75	46.341	0.0	0.0	0.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
159	S085	7	True	True	0.0	0.0	0.8	76.087	0.0	0.0	0.0	1.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-
160	S085	6	True	True	0.0	0.0	0.833	88.889	0.0	0.0	0.0	1.0	0.0	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-
161	S085	8	False	False	110.0	1.0	0.857	24.39	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-
162	S085	9	False	True	20.0	0.84	0.75	16.216	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	-	-	-	-	-	-	-	-	-	-	-
163	S089	3	True	True	0.0	0.0		87.931	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
164	S089	4	False	False	110.0	1.0	1.0	36.364	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
165	S089	11	False	False	110.0	1.0	0.5	11.111	-	-	0.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
166	S089	6	True	True	0.0	0.0	0.333	88.889	-	-	0.0	1.0	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-
167	S089	7	True	True	0.0	0.0	0.5	76.087	-	-	0.0	1.0	-	0.0	-	-	-	-	1.0	-	-	-	-	-	-	-	-
168	S089	8	False	False	110.0	1.0	0.6	24.39	-	-	0.0	1.0	-	0.0	0.0	-	-	-	1.0	-	-	-	-	-	-	-	-
169	S089	9	False	False	110.0	1.0	0.5	16.216	-	-	0.0	1.0	-	0.0	0.0	1.0	-	-	1.0	-	-	-	-	-	-	-	-
170	S089	10	False	False	110.0	1.0	0.429	15.152	-	-	0.0	1.0	-	0.0	0.0	1.0	1.0	-	1.0	-	-	-	-	-	-	-	-
171	S089	16	False	True	3.0	0.8636	0.375	75.0	-	-	0.0	1.0	-	0.0	0.0	1.0	1.0	1.0	1.0	-	-	-	-	-	-	-	-
172	S089	18	False	False	110.0	1.0	0.333	40.909	-	-	0.0	1.0	-	0.0	0.0	1.0	1.0	1.0	1.0	-	-	-	-	0.8636	-	-	-
173	S089	22	False	False	110.0	1.0	0.3	36.364	-	-	0.0	1.0	-	0.0	0.0	1.0	1.0	1.0	1.0	-	-	-	-	0.8636	1.0	-	-
174	S089	12	True	True	0.0	0.0	0.273	67.742	-	-	0.0	1.0	-	0.0	0.0	1.0	1.0	1.0	1.0	-	-	-	-	0.8636	1.0	-	1.0
175	S089	13	False	False	110.0	1.0	0.333	38.71	-	-	0.0	1.0	-	0.0	0.0	1.0	1.0	1.0	1.0	0.0	-	-	-	0.8636	1.0	-	1.0
